id,cluster,title
req-heuristic-0338,1,Phase-Aware Timestamp-Weighted Activity (PATWA)
req-heuristic-0339,1,RECENCY-ACTIVITY PHASE-AWARE (RAPA) Heuristic
req-heuristic-0340,4,"""Phase-Aware Temporal EVSIDS"" (PATEVSIDS)"
req-heuristic-0341,5,RARESAT: Recency-And-Reward Enhanced SAT Branching
req-heuristic-0342,3,Phase-Aware Recent-Conflict Activity (PARCA) Heuristic
req-heuristic-0343,0,Phase-Aware Timestamped Activity (PATA) Heuristic
req-heuristic-0345,0,Phase-Aware Conflict-EVSIDS (PACE)
req-heuristic-0346,4,PHASED-EVSIDS-MTF (Phase-aware EVSIDS with Move-to-Front Boost)
req-heuristic-0347,5,Phase-Aware Timestamped EVSIDS (PATE)
req-heuristic-0348,1,EVSIDS-Recency Hybrid (ERH): Adaptive Activity-Recency Branching
req-heuristic-0349,1,EVSIDS-MTF Hybrid Activity (EMHA) Branching
req-heuristic-0350,0,Phase-Guided Activity Relevance (PGAR)
req-heuristic-0351,4,Phase-Guided Activity with Temporal Penalty (PGATP)
req-heuristic-0352,1,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0353,0,Stabilized Adaptive Timestamped Activity (SATA) Heuristic
req-heuristic-0354,0,EVRBS: Exponentially-Weighted VSIDS with Recency and Phase Bias Scoring
req-heuristic-0355,4,RIVS-BT: Recency-Intensified VSIDS with Bias-Tuning
req-heuristic-0356,5,CARES: Conflict- and Activity-Responsive EVSIDS Scoring
req-heuristic-0357,5,EVCBR: Exponential Variable-Conflict-Boosted Ranking
req-heuristic-0358,3,RECAP — Recency- and Conflict-Adaptive Priority branching
req-heuristic-0359,1,RARE: Recency-Augmented Reweighted EVSIDS
req-heuristic-0360,1,QCD (Queue-Conflict Dynamic) Hybrid Branching
req-heuristic-0361,1,EVSIDS-MTF Hybridization with Conflict-Weighted Recency (EMCR)
req-heuristic-0362,0,Hybrid Recency-Weighted Activity Selection (HRWAS)
req-heuristic-0363,1,EVSIDS-Recency Adaptive Branching (ERAB)
req-heuristic-0364,0,PHASE-ADAPTIVE RECENCY-BOOSTED EVSIDS (PARB-EVSIDS)
req-heuristic-0366,5,RIBS: Recency-Impact Balanced Scoring
req-heuristic-0367,4,EVSIDS-MTF Hybrid (EMH) Branching Heuristic
req-heuristic-0368,1,DASH: Dual-Activity Stable Hybrid Heuristic
req-heuristic-0369,1,STAMP: Stable-Phase Activity and Move Priority
req-heuristic-0370,3,RECENT-CONFLICT PHASED EVSIDS (RCPE)
req-heuristic-0371,1,"""Conflict-Weighted Age-and-Activity (CWAA) Branching"""
req-heuristic-0372,4,Hybrid Conflict-Phase Adaptive Scoring (HCPAS)
req-heuristic-0373,2,RECENT-IMPACT EVSIDS (RIEVSIDS)
req-heuristic-0374,1,Phase-Aware Conflict-Weighted Activity (PACWA)
req-heuristic-0375,0,Phase-Aware Conflict and Recency Integrated Scoring (PACRIS)
req-heuristic-0376,6,RECAPS: Recency-Enhanced Conflict Activity Prioritization with Stabilization
req-heuristic-0377,3,REACTIVSIDS (Recency- and Activity-Integrated VSIDS)
req-heuristic-0378,2,PHASED-EVSIDS-RECENCY (PER): Activity-Recency-Phase Hybrid
req-heuristic-0379,0,Phase Adaptive Conflict Impact Score (PACIS)
req-heuristic-0380,3,DYNAMIC RELEVANCE-BOOSTED EVSIDS (DRB-EVSIDS)
req-heuristic-0381,3,STARBRANCH: Stable-Transient Adaptive Recency Branching
req-heuristic-0382,1,RECAPS: Recency-Enhanced Conflict Activity and Phase-Stable Scoring
req-heuristic-0383,5,Phase-Adaptive Conflict History (PACH) Heuristic
req-heuristic-0384,1,DYN-EVSIDS+FTB (Dynamic EVSIDS with Frequency-Timestamp Boost)
req-heuristic-0385,1,EVSIDS-Recency Adaptive Branching (ERAB)
req-heuristic-0386,3,EVSBUMP-PhaseAware: Phase-Weighted EVSIDS/Recency Hybrid
req-heuristic-0387,5,Reinforcement Phase-Aware Variable Selection (RePAVS)
req-heuristic-0388,1,RECENT-IMPACT Weighted Activity (RIWA) Heuristic
req-heuristic-0389,1,Hybrid Stability-Responsive Activity (HSRA) Heuristic
req-heuristic-0390,0,"""Phase-Aware Temporal Activity Selection"" (PATAS)"
req-heuristic-0391,0,Hybrid Phase-Impact Score (HPIS) Heuristic
req-heuristic-0392,4,DynaPhase-EVSIDS: Conflict-Weighted Phase-Adaptive Branching
req-heuristic-0393,0,RECENT-IMPACT DYNAMIC SCORING (RIDS)
req-heuristic-0394,4,SCOREWAVE: Stability-Aware Conflict Oscillation Ranking for Efficient Branching
req-heuristic-0395,1,"S3B: Stable-Phase, Score-Staleness Balanced Branching"
req-heuristic-0396,4,DYNASCORE: Dynamic Activity & Recency-Weighted Branching
req-heuristic-0397,4,STRIDE — Stability-Timestamp-Recency Integrated Dynamic Evaluation
req-heuristic-0398,1,Recency-Weighted Adaptive EVSIDS (RWAEVSIDS)
req-heuristic-0399,4,RECAP: Recency-Enhanced Conflict-Activity Priority Heuristic
req-heuristic-0400,4,Stabilized Timestamp-Weighted VSIDS (STW-VSIDS)
req-heuristic-0401,4,RECENCY-ACTIVITY BALANCED SCORING (RABS)
req-heuristic-0402,4,RECAP – Recency- and EVSIDS-Combined Adaptive Priority
req-heuristic-0403,4,SCORE-AGE: Staged Conflict-Order Reinforced EVSIDS with Age Bias
req-heuristic-0404,1,EVSBQ: Exponentially-Weighted Score with Bump-Queue Timestamp
req-heuristic-0405,1,Phase-Aware Activity with Recency Boost (PAARB)
req-heuristic-0406,4,SCORE-MIX: Conflict-Aware Timestamped Activity Branching
req-heuristic-0407,1,Phase-Adaptive Conflict History (PACH) Heuristic
req-heuristic-0408,4,RAGE-VMTF (Recency-Augmented Global EVSIDS with Variable Move-To-Front)
req-heuristic-0409,5,SCORE-Fusion: Adaptive Conflict-Queue Hybrid (ACQH) Heuristic
req-heuristic-0410,4,RECENT-IMPACT EVSIDS (RIEVSIDS) Heuristic
req-heuristic-0411,1,Stability-Aware Hybrid Queue Score (SHAQS)
req-heuristic-0412,1,DASH: Dynamic Activity & Stability Hybridization
req-heuristic-0413,3,REACTIVSIDS (Recency- and Activity-Coupled VSIDS)
req-heuristic-0414,1,Fused Activity–Recency Branching (FARB)
req-heuristic-0415,4,EVSIDS-RQBlend: Recency-Queued EVSIDS Hybrid Branching
req-heuristic-0416,0,Phase-Adaptive Hybrid Queue (PAHQ) Heuristic
req-heuristic-0417,1,STAMP-CHB: Stable Timestamped Adaptive Multiplexing with Conflict History Bias
req-heuristic-0418,0,DASH: Dynamic Activity-Stability Hybrid
req-heuristic-0419,3,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0420,4,RECAPS: Recency- and Conflict-Adapted Priority Scoring
req-heuristic-0421,1,Stabilized Conflict Phase (SCP) Heuristic
req-heuristic-0422,2,Phase-Aware Conflict Temporal Heuristic (PACT)
req-heuristic-0423,3,Reinforced Phase-Aware EVSIDS (RePES)
req-heuristic-0424,4,RECAPS – Recency- and Conflict-Adjusted Phase Scoring
req-heuristic-0425,1,RECENTLY-Augmented EVSIDS (RA-EVSIDS)
req-heuristic-0426,4,SCOREQ: Stable-Conflict-Ordered Relevancy with Queue-awareness
req-heuristic-0427,0,Phase-Aware Conflict-Temporal Branching (PACTB)
req-heuristic-0428,3,STAGE: Stable-Timestamp Adaptive Guided Exploration
req-heuristic-0429,0,RECAP: Recency-Enhanced Conflict Activity with Phase-guided Selection
req-heuristic-0431,5,Dual-Phase Conflict Activity with Recency Boost (DP-CARB)
req-heuristic-0432,1,Phase-Aware Temporal Activity Scoring (PATAS)
req-heuristic-0433,3,RISA: Recency-Integrated Scaled Activity Heuristic
req-heuristic-0434,4,STAMP: Stable-Timestamped Activity Maximization with Phased scoring
req-heuristic-0435,3,Phase-Aware Temporal Activity Branching (PATB)
req-heuristic-0436,4,Hybrid EVSIDS-Recency Impact (HERI) Heuristic
req-heuristic-0437,6,RIVS: Recency-Integrated Variable Scoring
req-heuristic-0438,0,Hybrid Phase-Conflict Adaptive Scoring (HiPCAS) Heuristic
req-heuristic-0439,4,EVSIDS-Momentum Hybrid (EMH) Branching
req-heuristic-0440,1,REACTIV: Recency-Enhanced Activity and Conflict Timestamped Informed Variable
req-heuristic-0441,4,Conflict-Focused Timestamped EVSIDS (CoFiT-EVSIDS) Heuristic
req-heuristic-0442,1,EVSIDS-Time Hybrid (ETH) Branching Heuristic
req-heuristic-0443,4,EVSIDS-Time-Weighted Adaptive Branching (ETWAB)
req-heuristic-0444,6,Phase-Aware Adaptive Recency-Activity Heuristic (PARAH)
req-heuristic-0445,5,Phase-Stabilized Recent-Conflict Activity (PSRCA)
req-heuristic-0446,3,Phase-Aware Conflict Timed Scoring (PACTS)
req-heuristic-0447,6,RISS: Recency-Integrated Stable Scoring
req-heuristic-0448,1,REVSIDS-MTF: Recency-Enhanced Variable Selection with Implicit Decay Scheduling
req-heuristic-0449,1,EVSIDS-Freshness Hybrid (EFH) Branching Heuristic
req-heuristic-0450,0,Phase-Aware Hybrid Conflict-Recency (PHyCoR)
req-heuristic-0451,4,EVSIDS-MTF Hybrid (EMH): Phase-Aware Temporal Recency Heuristic
req-heuristic-0452,4,EVSIDS-QScore: Conflict-Queue Hybrid Branching
req-heuristic-0453,5,Dual-Phase Conflict Impact (DPCI) Heuristic
req-heuristic-0454,1,Phase-Aware Queue-EVSIDS (PAQ-EVSIDS) Heuristic
req-heuristic-0456,4,PHASED-EVSIDS: Phase-Aware Dynamic Activity Branching
req-heuristic-0457,0,EVSIDS-Bump Hybrid with Phase-Targeted Dynamic Scoring (EBD-PTDS)
req-heuristic-0458,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0459,3,Phase-Aware Adaptive Recency and EVSIDS (PARE)
req-heuristic-0460,0,RECENTLY-IMPACTFUL PHASE-AWARE BRANCHING (RIPAB)
req-heuristic-0461,5,Reinforced Phase-Weighted Activity (RePWA)
req-heuristic-0462,3,PHASED-RECENCY EVSIDS (PREVS): Recency- and Phase-Aware EVSIDS Branching
req-heuristic-0463,4,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0464,0,Adaptive Conflict-Phase Relevance (ACPR) Heuristic
req-heuristic-0465,4,Dual-Mode Recency-Weighted Activity (DRWA) Heuristic
req-heuristic-0466,4,Phase-Guided Conflict-EVSIDS (PGCE): Adaptive Activity and Recency Branching
req-heuristic-0467,0,S3D: Stable-Phase Scaled-Score Decider
req-heuristic-0468,0,Phase-Aware Conflict Participation (PACP) Heuristic
req-heuristic-0469,4,Phase-Aware Temporal Activity Selector (PATAS)
req-heuristic-0470,4,Phase-Adaptive Temporal VSIDS (PAT-VSIDS)
req-heuristic-0471,6,PHASE-BOOSTED RECENCY-EVSIDS (PBRE)
req-heuristic-0472,1,REACTIV (Recency-Enhanced Activity Variable Selection)
req-heuristic-0473,4,RECENTLY-IMPACTFUL VARIABLE SELECTION (RIVS)
req-heuristic-0474,1,DASH: Dynamic Activity & Staleness Hybrid
req-heuristic-0475,3,EVSBUMP Hybrid: Conflict-Boosted Activity Scoring
req-heuristic-0476,0,PHASED-RECENCY-EVSIDS (PREVS): Phase-Guided Recency-Weighted EVSIDS Branching
req-heuristic-0477,4,ACTR: Activity-Conflict-Time-Responsive Heuristic
req-heuristic-0478,4,RECAPS: Recency- and Conflict-Aware Phase-Scoring
req-heuristic-0479,1,EVSAT-DYN: Exponentially-Weighted Stable Activity with Timestamped Dynamic Adaptation
req-heuristic-0480,3,EVCB – Exponentially-Weighted VSIDS with Conflict-Bump Boost
req-heuristic-0481,1,FRAT: Frequency-Recency Adaptive Tie-breaking
req-heuristic-0482,0,Phase-Aware Conflict-Guided Timestamp (PACT) Heuristic
req-heuristic-0483,4,FAST-Score: Frequency- and Activity-Scaled Timestamped Scoring
req-heuristic-0484,4,Phase-Aware Conflict-Weighted Move-To-Front (PACW-MTF) Heuristic
req-heuristic-0486,1,DASH: Dynamic Activity and Stability Hybrid
req-heuristic-0487,3,RECENTLY CONFLICTED EVSIDS (RCEVSIDS) Branching
req-heuristic-0488,3,Recency-Weighted Activity Branching (RWAB)
req-heuristic-0489,6,RECAP-VSIDS (Recency and Conflict Activity Priority VSIDS)
req-heuristic-0490,4,Reinforced Activity Timestamp (RAT) Heuristic
req-heuristic-0491,0,Phase-Aware Recency-Weighted Activity (PARWA) Branching Heuristic
req-heuristic-0492,4,DynQSIDS: Dynamic Queue-Stabilized Impact Decision Scoring
req-heuristic-0493,1,Phase-Adaptive Timestamp-Weighted EVSIDS (PATWE)
req-heuristic-0494,0,RECAPS: Recency- and Conflict-Aware Phase-Scored Branching
req-heuristic-0495,3,Stability-Aware Temporal Activity (SATA)
req-heuristic-0496,6,EVCB: Exponentially-Weighted VSIDS with Conflict-Bump Awareness
req-heuristic-0497,1,EVSIDS-BurstScore: Temporal-Activity Hybrid Branching
req-heuristic-0498,5,EVSIDS-Recency Adaptive Branching (ERAB)
req-heuristic-0499,1,PHASE-ACT: Phase-aware Hybrid Activity Branching
req-heuristic-0500,4,"""Phase-Aware Temporal Activity (PATA) Heuristic"""
req-heuristic-0501,1,EVCB: Exponential VSIDS with Conflict-Bump Boost
req-heuristic-0502,0,Phase-Aware Conflict History Search (PACHS)
req-heuristic-0503,6,Phase-Aware Timestamped Activity Selection (PATAS)
req-heuristic-0504,3,EVSBUMP: Exponentially-Weighted VSIDS with Recency-Bump Synergy
req-heuristic-0505,1,RECAP – Recency- and EVSIDS-Combined Adaptive Priority Branching
req-heuristic-0506,1,RECAPS: Recency-Enhanced Conflict Activity Phase Selection
req-heuristic-0508,6,Phase-Adaptive Timestamped EVSIDS (PAT-EVSIDS) Heuristic
req-heuristic-0509,1,PHASE-AWARE CONFLICT-TIMESTAMPED EVSIDS (PACT-EVSIDS)
req-heuristic-0510,4,RECAPS: Recency-Enhanced Conflict Activity Plus Phase Stability
req-heuristic-0511,3,PHASE-EVSIDS+ (Phase-Aware Hybrid EVSIDS with Recency Boost)
req-heuristic-0512,1,Dual-Phase Adaptive Activity Scoring (DPAAS)
req-heuristic-0513,4,Phase-Aware Recency-Weighted Activity Selection (PARAS)
req-heuristic-0514,4,DASH: Dynamic Activity-Stability Hybrid
req-heuristic-0515,1,Phase-Aware Timestamped Activity (PATA) Heuristic
req-heuristic-0516,4,EVSIDS-Bump Hybrid with Phase-Target Prioritization (EBH-PT)
req-heuristic-0517,1,EVSIDS-Bump-Age Adaptive Heuristic (EBAAH)
req-heuristic-0518,0,PHASED-IMPACT HYBRID (PIH) Branching Heuristic
req-heuristic-0519,0,PHASED-EVSIDS-RECENCY (PER): Phase-Aware Activity & Recency Branching
req-heuristic-0520,4,"EVSIDS-QBF: Queue-Boosted, Phase-Guided EVSIDS Heuristic"
req-heuristic-0521,4,Phase-Aware Conflict-Temporal Scoring (PACT)
req-heuristic-0522,1,RECAPS: Recency- and Conflict-Adaptive Priority Scoring
req-heuristic-0523,6,EVCB: EVSIDS-Variance Combined Bump Heuristic
req-heuristic-0524,0,DYNMIX: Dynamic Multi-Signal Branching Heuristic
req-heuristic-0525,4,Dynamic Phase-Aware Activity Queue (DPAQ) Heuristic
req-heuristic-0526,1,RECAPS: Recency- and Activity-Combined Adaptive Phase Selection
req-heuristic-0528,4,REVIS: Recency-Enhanced Variable Impact Scoring
req-heuristic-0529,4,"FAST-QSIDS: ""Frequency-Adapted Scoring with Timestamped Queue and Dynamic Stabilization"""
req-heuristic-0530,4,RECAPS — Recency-Enhanced Conflict and Activity Priority Scoring
req-heuristic-0531,1,RELEVANCE-BOOST EVSIDS (RB-EVSIDS)
req-heuristic-0532,3,Averaged Phase-Recency Activity (APRA) Heuristic
req-heuristic-0533,1,EVSIDS-QCB (Queue-Conflict Balanced) Branching
req-heuristic-0534,4,DASH: Dual-Activity & Stability Hybrid Heuristic
req-heuristic-0535,4,EVRBS: Exponential Variable Recency Boosted Scoring
req-heuristic-0536,6,EVCB: Exponential Variable-Conflict Bump
req-heuristic-0537,4,REVSIDS-Q: Recency-Enhanced Variable State-Independent Decaying Sum with Queue Bump Awareness
req-heuristic-0538,0,RECAPS — Recency-Enhanced Conflict Activity with Phase Signal
req-heuristic-0539,4,Adaptive Conflict-Phase Scoring (ACPS)
req-heuristic-0540,1,EVSIDS-Frontier Synthesis (EFS) Branching Heuristic
req-heuristic-0541,4,PHASE-AWARE RECENCY-BOOSTED EVSIDS (PAREB-EVSIDS)
req-heuristic-0542,0,Phase-Aware Temporal Activity Score (PATAS)
req-heuristic-0543,4,PHASED-EVCHB: Phase-Aware EVSIDS & Conflict History Branching
req-heuristic-0544,1,RECAPS: Recency-Enhanced Conflict-Activity Phase-Sensitive Scoring
req-heuristic-0545,0,RESTART-ACT Weighted Hybrid (RAWH) Branching Heuristic
req-heuristic-0546,4,RECAP: Recency- and EVSIDS-Combined Adaptive Prioritization
req-heuristic-0547,6,EVSIDS-Recency Hybrid (ERH) Heuristic
req-heuristic-0548,1,EVSIDS-Recency Hybrid Branch (ERHB)
req-heuristic-0549,4,Phase-Aware Temporal Activity Selection (PATAS)
req-heuristic-0550,2,Stability-Aware Dual-Activity (SADA) Heuristic
req-heuristic-0551,3,EVSIDS-QM: Queue-Managed Conflict Activity Branching
req-heuristic-0552,4,Phase-Aware Timestamped Activity (PATA) Heuristic
req-heuristic-0553,5,EVSIDS-Recency Hybrid (ERH): Activity-Recency Adaptive Branching
req-heuristic-0554,3,Dynamic Impact-Recency Scoring (DIRS)
req-heuristic-0555,4,RECAPS: Recency- and EVSIDS-Combined Adaptive Priority Scoring
req-heuristic-0556,2,SCORE-FUSE: Conflict-Phase Adaptive Variable Scoring
req-heuristic-0557,1,PHASE-AWARE HYBRID ACTIVITY (PHA) Heuristic
req-heuristic-0558,6,Phase-Aware Conflict Momentum (PACM) Heuristic
req-heuristic-0559,6,EVBR: Exponentially-Weighted Bump-and-Recency Heuristic
req-heuristic-0560,2,Phase-Aware Hybrid Recency-Impact Score (PHRIS)
req-heuristic-0561,0,Dynamic Conflict Phase Adaptive Score (DCPAS)
req-heuristic-0562,4,Hybrid Timestamp-Activity Branching (HTAB)
req-heuristic-0563,1,Hybrid Adaptive Activity-Timestamp Selector (HAATS)
req-heuristic-0564,1,Phase-Aware Recent-Conflict Activity (PARCA) Heuristic
req-heuristic-0565,3,PHASED-RECENCY-EVSIDS (PREVSIDS) Heuristic
req-heuristic-0566,3,Reinforced Phase-Aware Conflict-Impact (RePACI) Heuristic
req-heuristic-0567,1,REACTIVSIDS: Recency-Enhanced Activity and Conflict Timing for Variable Selection
req-heuristic-0568,4,EVSIDS-MTF Hybrid Branching (EMB)
req-heuristic-0569,3,Recency-Boosted Adaptive Stable Inactivity Decay (RASID)
req-heuristic-0570,4,Phase-Weighted Conflict History (PWCH) Heuristic
req-heuristic-0571,1,RECAPS: Recency-Enhanced Conflict Activity Propagation Strategy
req-heuristic-0572,5,Phased Conflict-Activity Hybrid (PCAH) Branching
req-heuristic-0573,4,PHASE-AWARE CONFLICT-FOCUSED HYBRID (PACFH) Heuristic
req-heuristic-0574,0,Phase-Aware Conflict-Bump (PACB) Heuristic
req-heuristic-0575,4,RECENT-ACTIVE Hybrid (RAH) Heuristic
req-heuristic-0576,0,"WINS: Weighted Impact, Novelty, and Stability"
req-heuristic-0577,1,Phase-Aware Timestamped EVSIDS (PAT-EVSIDS) Heuristic
req-heuristic-0578,4,EVTSCB: Exponentially-Weighted Timestamped Score with Conflict Boost
req-heuristic-0579,4,Phase-Weighted Activity Timestamping (PWAT)
req-heuristic-0580,1,EVSIDS-Recency Hybrid (ERH) Branching Heuristic
req-heuristic-0581,4,RECENT-CONFLICT ADAPTIVE EVSIDS (RCA-EVSIDS)
req-heuristic-0582,0,Hybrid Temporal-Activity Scoring (HTAS)
req-heuristic-0583,0,Phase-Aware Recent-Conflict Scoring (PARCS)
req-heuristic-0584,1,EVSIDS+Recency Hybrid (ERH) Branching
req-heuristic-0585,1,RECAPS – Recency- and EVSIDS-Combined Adaptive Phase Selection
req-heuristic-0586,4,EVTABB: Exponentially-Weighted VSIDS with Timestamp-Aware Bumping and Balanced Phase
req-heuristic-0587,4,EVSIDS-Phase Adaptive Recency Boost (EPARB)
req-heuristic-0588,4,Phase-Aware Conflict Momentum (PACM) Heuristic
req-heuristic-0589,5,SCORE-FUSE: Phase-Aware Hybrid Activity Heuristic
req-heuristic-0590,3,Phase-Aware Dual-Activity Selection (PADAS)
req-heuristic-0591,3,Conflict-Phase Adaptive Hybrid (CPAH) Branching
req-heuristic-0592,0,EVSIDS-Frequency Temporal Hybrid (EFTH) Branching Heuristic
req-heuristic-0593,4,CABS – Conflict-Aware Bump-Score Heuristic
req-heuristic-0594,1,EVSIDS-Recency Hybrid (ERH): Activity-Recency Adaptive Branching
req-heuristic-0595,1,REVSB: Recency-Enhanced Variable Scoring with Phase Bias
req-heuristic-0596,4,Phase-Aware Temporal-EVSIDS (PAT-EVSIDS)
req-heuristic-0597,0,Phase-Aware Hybrid Recency-EVSIDS (PHR-EVSIDS) Heuristic
req-heuristic-0598,3,Stability-Aware Activity and Recency (STAAR) Heuristic
req-heuristic-0599,1,REACTIVS: Recency-Enhanced Adaptive Conflict & Timestamped VSIDS
req-heuristic-0600,0,Phase-Aware Activity-Recency Heuristic (PAARH)
req-heuristic-0601,1,RECAP: Recency-Enhanced Conflict-Activity Prioritization
req-heuristic-0602,3,DYNASCORE: Dynamic Activity-Recency Hybrid Branching
req-heuristic-0603,0,Phase-Aware EVSIDS-Recency Hybrid (PAER-H)
req-heuristic-0604,4,EVSBQ Hybrid Impact Branching (EHIB)
req-heuristic-0605,1,SCORE: Stable-Conflict-Oriented Recency Enhancement
req-heuristic-0606,4,Recency-Weighted EVSIDS (RW-EVSIDS) Heuristic
req-heuristic-0607,4,REVS+ (Recency-Enhanced Variable Scoring Plus)
req-heuristic-0608,1,DYNBUMP: Dynamic Phase-Aware Conflict & Recency Branching
req-heuristic-0609,4,Dual-Phase Activity Timestamp (DPAT) Heuristic
req-heuristic-0610,0,Hybrid Adaptive Phase-Weighted Activity (HAPWA)
req-heuristic-0611,1,RECENT-IMPACT REACTIVITY (RIR) Branching Heuristic
req-heuristic-0612,6,DRVSAT: Dynamic Recency-Weighted VSIDS with Adaptive Phase Bias
req-heuristic-0613,4,"SAVBIS – Stable-Activity, Volatility, and Bump-Integration Scoring"
req-heuristic-0614,4,DCDC: Dynamic Conflict-Driven Composite Branching
req-heuristic-0615,5,Reinforced Phase-Aware EVSIDS (RPA-EVSIDS)
req-heuristic-0616,0,Phase-Adaptive Conflict-Recency (PACR) Heuristic
req-heuristic-0617,1,PHASED-EVSIDS-QB (Queue-Boosted Phased EVSIDS)
req-heuristic-0618,4,EVCB: EVSIDS-Variance Conflict-Bump Hybrid
req-heuristic-0619,4,Phase-Aware Conflict and Recency Scoring (PACR)
req-heuristic-0620,1,SCORE-Fusion: Adaptive Activity-Recency Branching
req-heuristic-0621,1,EVSBUMP Hybrid Activity with Conflict-Recency Boost (EHCB)
req-heuristic-0622,1,REC-VSIDS: Recency-Enhanced Conflict VSIDS
req-heuristic-0623,4,Phase-Aware Stamped Activity (PASA) Heuristic
req-heuristic-0624,4,PHASE-ADAPTIVE HYBRID ACTIVITY (PAHA) Heuristic
req-heuristic-0625,4,REACTIVSIDS (Recency- and Activity-Integrated Conflict VSIDS)
req-heuristic-0626,2,Phase-Aware Conflict Frequency Scoring (PACFS)
req-heuristic-0627,4,Temporal Activity-Phase Hybrid (TAPH) Heuristic
req-heuristic-0628,4,Phase-Activity Timestamp Hybrid (PATH) Heuristic
req-heuristic-0629,4,Dual-Mode Conflict-Recency Activity (DMCRA) Heuristic
req-heuristic-0630,1,SCORE: Stable-Conflict-Ordered Recent Exploration
req-heuristic-0631,4,REACTIVS: Recency-Enhanced Activity with Conflict-aware Tie-breaking for Variable Selection
req-heuristic-0632,3,PHASED-EVSIDS+RECENCY (PER) Heuristic
req-heuristic-0633,1,Adaptive Conflict-Driven Recency Activity (ACDRA)
req-heuristic-0634,4,EVSIDS-QBF: Queue-Boosted Activity Scoring for Branching
req-heuristic-0635,5,DASH: Dynamic Activity-Stability Hybrid
req-heuristic-0636,1,RECENT-IMPACT EVSIDS (RIEVSIDS) Heuristic
req-heuristic-0637,1,EVSIDS-Bump Hybrid Activity (EBA) Heuristic
req-heuristic-0638,6,RACE: Recency-Augmented Conflict-Exploration Heuristic
req-heuristic-0639,1,Stability-Aware Timestamped Activity (SATA) Heuristic
req-heuristic-0640,1,Phase-Weighted Conflict History (PWCH) Heuristic
req-heuristic-0641,4,EVSIDS-BTF: Exponentially-Weighted VSIDS with Bump-Time Fusion
req-heuristic-0642,1,EVSIDS-Burst Hybrid (EBH): Conflict Burst and Phase-Aware Activity Branching
req-heuristic-0643,3,Phase-Adaptive Temporal Activity (PATA) Heuristic
req-heuristic-0644,6,Phase-Guided Timestamped Activity (PGTA)
req-heuristic-0645,6,RECAPS – Recency- and Conflict-Adjusted Phase-Scored Branching
req-heuristic-0646,0,RACE: Recency-Activity-Conflict Ensemble
req-heuristic-0648,3,Recency-Weighted EVSIDS (REVSIDS) Branching
req-heuristic-0649,4,---
req-heuristic-0650,3,PHASE-AWARE RECENCY-BOOSTED SCORING (PARBS)
req-heuristic-0651,1,SCORE-FUSION: Adaptive Recency-Weighted EVSIDS Branching
req-heuristic-0652,1,Phase-Aware Temporal Activity Selection (PATAS)
req-heuristic-0653,1,EVBQS: Exponential Variable Branching with Queue Synergy
req-heuristic-0654,5,Phase-Adaptive Timestamped EVSIDS (PAT-EVSIDS)
req-heuristic-0655,7,Staged Adaptive Activity–Recency (SAAR) Heuristic
req-heuristic-0656,6,RRS-EVSIDS: Recency-Rewarded Stable EVSIDS
req-heuristic-0657,4,Phased Conflict Activity with Recency Boost (PCARB)
req-heuristic-0658,4,PHASE-DIVERSIFIED DYNAMIC ACTIVITY (PDDA)
req-heuristic-0659,4,RECAPS: Recency-Enhanced Conflict and Activity Priority Selection
req-heuristic-0660,4,Phase-Aware Conflict History Scoring (PACHOS)
req-heuristic-0661,1,EVBT: Exponentially-Weighted Bump-Timestamp Branching
req-heuristic-0662,1,RECAPS: Recent Conflict-Aware Priority Scoring
req-heuristic-0663,4,Dual-Phase Adaptive Recency-Activity (DPARA) Heuristic
req-heuristic-0664,0,Phase-Aware Conflict Stamp (PACS) Branching Heuristic
req-heuristic-0665,1,SCORE-MIX: Adaptive Activity & Recency Branching
req-heuristic-0666,1,Conflicted Queue-EVSIDS Hybrid (CQE-H) Branching
req-heuristic-0667,6,Phase-Aware Conflict-Weighted Timestamp (PACT) Heuristic
req-heuristic-0668,0,EVSIDS-TQ: Temporal-Queue Weighted EVSIDS Heuristic
req-heuristic-0669,1,Phase-Adaptive Temporal Activity Heuristic (PATAH)
req-heuristic-0670,4,EVSIDS-MTF Hybrid (EMH) Branching Heuristic
req-heuristic-0671,0,Phase-Adaptive Temporal Activity (PATA) Heuristic
req-heuristic-0672,4,REXBIS: Recency-Enhanced eVSIDS with Phase-Biased Impact Selection
req-heuristic-0673,4,Phase-Aware Conflict-EVSIDS (PACE) Heuristic
req-heuristic-0674,0,Phase-Aware Activity Score Blending (PASB)
req-heuristic-0675,0,Phase-Adaptive Timestamped Activity (PATA) Heuristic
req-heuristic-0676,0,Phase-Guided Conflict Activity (PGCA)
req-heuristic-0677,6,"""Conflict-Phase Adaptive Recency Score"" (CPARS)"
req-heuristic-0678,4,Recency-Weighted Activity Selection (ReWAS)
req-heuristic-0679,1,RECOVAR: REcent COnflict and VARiable Activity Ranking
req-heuristic-0680,4,EVSIDS-Bump Hybrid with Recency-Aware Rescoring (EVBRAR)
